Début d'événement;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Identifiant;Etat;Theme;Style;Categorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Tarif Mention Gratuit;Tarif Mention Payant;Tarif Général;Tarif Réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Duree;Mention Complet;Mention Accessible Handicap;Liens Billeteries;Liens Vidéos;Liens Sons;Liens Dossiers de Presse;Tags;Groupes;Texte Libre Court;Texte Libre Long
2016-11-26;Exposition, musée;23;44/Nantes;école de design Nantes Atlantique;Etablissement scolaire, universitaire;341617;5346816;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Design l'expo : le design, une démarche d'innovation;Exposition.;L'école de design Nantes Atlantique met en avant une sélection de 19 projets de fin d'études à travers des projets innovants et des scénarios de vie qui sont autant d'évolutions possibles pour le quotidien et le futur. Le mercredi, samedi et dimanche.;Du samedi 26 novembre 2016 au mercredi 25 janvier 2017, 14h à 18h, La Cale 2 créateurs, parc des Chantiers, Nantes. Gratuit.;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-17;;;;2016-11-26;2017-01-25;2016-11-26;2017-01-25;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1115/5346816/_1.jpg;Visuel Design l'Expo 2016;Ecole de design Nantes Atlantique;http://photos.infolocale.fr/infoLocale/annonce/2016/1115/5346816/_2.jpg;Design l'Expo 2015;Ecole de design Nantes Atlantique;;;;;;;;Auditif;;;;;;;;
2016-10-04;Spectacle;21;44/Nantes;théâtre du Riscochet;Autre organisme à but non lucratif;336938;5281414;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;On ne partage pas le jackpot;Théâtre.;Valérie et Antoine, un couple endetté, jusqu'au jour ou chacun d'eux va se rendre compte qu'ils ont gagné 50 millions d'euros... Mais après réflexion, hors de question de partager tout cet argent avec son amoureux. Une seule solution : éliminer l'autre !;Jusqu'au vendredi 30 décembre, 21h30, Théâtre du Riscochet, 14, rue de l’Arche-Sèche, Nantes. Tarif 15€, réduit 12€. Réservation : http://theatreduriscochet.com. Contact : riscochetnantais@gmail.com;Nantes;44;44109;44000;47.21684, -1.55674;2016-10-04;;;;2016-10-04;2016-12-30;2016-10-04;2016-12-30;non;oui;15;12;;http://photos.infolocale.fr/infoLocale/annonce/2016/0930/5281414/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-09-16;Exposition, musée;23;44/Nantes;Archives départementales de Loire-Atlantique;Administration, service public, parapublic;268950;5173024;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Regard(s);Exposition.;Pour fêter ses 30 ans d'existence, la Cinémathèque de Bretagne présente une exposition de 30 photographies extraites des films de ses collections. Des images choisies parmi tant d'autres qui défilent à toute vitesse au cinéma. Un regard, un sourire ou une émotion qui n'existent que dans les films.;Du vendredi 16 septembre au vendredi 16 décembre, Archives départementales, 6, rue de Bouillé, Nantes. Gratuit. Contact : 02 51 72 93 20, archives.culturel@loire-atlantique.fr, http://archives.loire-atlantique.fr;Nantes;44;44109;44000;47.22504, -1.558136;2016-07-06;;;;2016-09-16;2016-12-16;2016-09-16;2016-12-16;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/0706/5173024/_1.jpg;;Cinémathèque de Bretagne;;;;;;;;;;;;;;;;;;;
2016-11-30;Formation, vie scolaire, concours;32;44/Nantes;école Sainte-Anne;Etablissement scolaire, universitaire;319473;5368387;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Vie scolaire (inscriptions...);186;École Sainte-Anne;;Inscriptions pour la rentrée des classes 2017, sur rendez-vous à l'accueil de l'école ou par téléphone ou par mail.;Jusqu'au vendredi 31 mars 2017, École Sainte-Anne, 25, route de Nantes, Nantes. Réservation : 02 40 64 20 89, ec.vue.ste-anne@ec44.fr;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-30;;;;2016-11-30;2017-03-31;2016-11-30;2017-03-31;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Cinéma;35;44/Nantes;association France Russie CEI (communauté des États indépendants);Association;314529;5375169;V;Loisir;Voir visiter;Cinéma;Cinéma;7;Projection du film russe « L’ironie du sort »;Cinéma.;Organisé par le ciné-club de l’association France Russie CEI Nantes. Comédie de 1975, réalisateur Eldar Riazanov. (Partie II). Avec sous-titres français. Suivi d’un débat autour d’une tasse de thé russe.;Samedi 17 décembre, 15h, Pôle associatif Dupleix-Barbinais, salle A, 14, rue de la Barbinais, Nantes. Gratuit. Contact : 02 40 12 12 16, 06 40 18 47 01, france.russie.cei@club-internet.fr, http://francerussiecei-nantes.fr/;Nantes;44;44109;44000;47.20369, -1.577497;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1205/5375169/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-09-26;Atelier, activité de loisirs;31;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5187770;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Atelier théâtre;140;Atelier théâtre;;Cours de théâtre à Nantes pour adultes, l'école du rire de La Compagnie du Café-Théâtre est parrainée par Anne Roumanoff. Elle propose des cours de théâtre adaptés à chacun (envie, niveaux) de deux heures par semaine (hors vacances scolaire), du lundi au jeudi de 18h30 à 20h30 ou de 21h à 23h.;Du lundi 26 septembre 2016 au vendredi 30 juin 2017, 18h30 à 20h30 et 21h à 23h, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 470€, réduit 420€. Contact et réservation : 06 60 90 38 61, http://www.nantes-spectacles.com/cours-de-theatre-nantes.html;Nantes;44;44109;44000;47.21656, -1.551213;2016-07-21;;;;2016-09-26;2017-06-30;2016-09-26;2017-06-30;non;oui;470;420;;http://photos.infolocale.fr/infoLocale/annonce/2016/0720/5187770/_1.jpg;cours de théâtre à Nantes;;;;;;;;;;;;;;;;;;;;
2016-12-15;Spectacle;21;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5320668;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;Edgar-Yves « J’vais l’faire »;Humour.;Tour à tour, chanteur ou danseur, ED redonne ses lettres de noblesse à l’art du beau discours et partage avec son public ses convictions, en s’appuyant sur un charisme et une élégance qui font mouche.;Du jeudi 15 au samedi 17 décembre, 19h, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 15€. Contact et réservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie629-edgar-yves.html;Nantes;44;44109;44000;47.21656, -1.551213;2016-10-27;;;;2016-12-15;2016-12-17;2016-12-15;2016-12-17;non;oui;15;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1027/5320668/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-10;Spectacle;21;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5327722;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;« Gourmandine »;Humour.;Quel métier magnifique : créateur de bonbons ! Gourmandine l’assistante du professeur Harry Bus prépare la commande pour la grande fête des enfants. Pièce interprétée par la Compagnie du Café-théâtre.;Samedi 10, samedi 17 décembre, 16h30, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 8€. Contact et réservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr;Nantes;44;44109;44000;47.21656, -1.551213;2016-11-18;2016-12-10;2016-12-17;;;;2016-12-10;2016-12-17;non;oui;8;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1102/5327722/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-18;Spectacle;21;44/Nantes;club seniors Carquefou;Association;299517;5386090;V;Loisir;Concerts, spectacles;Autres scènes;Théâtre;5;Stéphane Plaza avec le club seniors Carquefou;Théâtre. Dimanche 18 décembre, 15h30, Cité des Congrès, Nantes. Tarif 46€. Contact et réservation : 06 61 86 70 23.;;;Nantes;44;44109;44000;47.21684, -1.55674;2016-12-14;2016-12-18;;;;;2016-12-18;2016-12-18;non;oui;46;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-24;Jeux, concours;29;44/Nantes;Société académique de Nantes et de Loire-Atlantique;Association;144746;5359835;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Concours;286;Concours de poésie;;La Société académique de Nantes et de Loire-Atlantique lance un appel à tous les poètes des Pays de la Loire et de Bretagne pour son concours annuel de poésie. Pour obtenir le règlement du concours écrire à la Société Académique, la Psallette, 5 impasse Saint-Laurent, 44000 Nantes.;Jusqu'au mardi 31 janvier 2017, Nantes. Contact : societeacademiquenantes@outlook.com;Nantes;44;44109;44000;47.21684, -1.55674;2016-11-24;;;;2016-11-24;2017-01-31;2016-11-24;2017-01-31;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-11;Exposition, musée;23;44/Nantes;espace Cosmopolis;Équipement à but non lucratif (culture, sport et loisir);145283;5344794;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;"Visites guidée ""Chroniques d'Afrique Centrale""";Exposition.;"Jacques Py, critique d'art et commissaire de l'exposition de peintures ""Chroniques d'Afrique Centrale. Héritage et filiations"" propose une visite guidée à travers les oeuvres de grands artistes peintres du Congo et de Centrafrique.";Dimanche 11 décembre, 16h, jeudi 15 décembre, 18h, dimanche 18 décembre, 16h, Cosmopolis, 18, rue Scribe, Nantes. Gratuit. Contact : 02 52 10 82 00, cosmopolis-nantes@nantesmetropole.fr, www.nantes.fr/cosmopolis;Nantes;44;44109;44000;47.21419, -1.562649;2016-12-07;2016-12-11;2016-12-15;2016-12-18;;;2016-12-11;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1114/5344794/_1.jpg;Atelier Moké;Moké Fils;http://photos.infolocale.fr/infoLocale/annonce/2016/1114/5344794/_2.jpg;La Fierté;Bangui;;;;;;;;Moteur;;;;;;;;
2016-12-15;Exposition, musée;23;44/Nantes;passage Sainte-Croix;Équipement à but non lucratif (culture, sport et loisir);179399;5302437;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Sur la terre comme au ciel: peintures d'Alain Thomas;Exposition.;Le Passage Sainte-Croix accueille à l' occasion de Noël une sélection d'œuvres de l'artiste inspirées par des récits bibliques (peintures originales et éditions Fine Art) parmi lesquelles deux éditions différentes de l'Arche de Noé. Cette exposition accompagne le spectacle son et lumière.;Du jeudi 15 décembre 2016 au samedi 28 janvier 2017, Passage Sainte-Croix, 9, rue de la Bâclerie, quartier Bouffay, Nantes. Gratuit. Contact : 02 51 83 23 75, accueil.passage@gmail.com, http://www.passagesaintecroix.fr;Nantes;44;44109;44000;47.21514, -1.55368;2016-10-19;;;;2016-12-15;2017-01-28;2016-12-15;2017-01-28;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1016/5302437/_1.jpg;arche de Noé;Alain Thomas;;;;;;;;;;;Moteur;;;;;;;;
2016-12-18;Acheter, chiner;37;44/Nantes;Dim expo;Autre organisme à but non lucratif;163259;5381668;V;Loisir;Acheter, chiner;Brocante, vide-greniers;Brocante, vide-greniers;153;Brocante, antiquités, art contemporain, vide-dressing;250 exposants. Dimanche 18 décembre, 9h et 18h, Min, 58, boulevard Gustave-Roch, Nantes. Gratuit. Contact : 02 51 80 73 34, 06 67 33 20 50, contact@dimexpo.fr, www.dimexpo.fr;;;Nantes;44;44109;44000;47.2168, -1.556727;2016-12-13;2016-12-18;;;;;2016-12-18;2016-12-18;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1209/5381668/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1209/5381668/_2.jpg;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-11-12;Exposition, musée;23;44/Nantes;bibliothèque municipale;Association;18036;5298167;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;De Drôles d'Oiseaux pour Audubon;Exposition.;Dans le cadre de Passages de livres proposés par la Ville de Nantes Accompagnés par l'illustrateur naturaliste Benoît Perrotin, des habitants des quartiers Centre, Île de Nantes et Sud Loire ont travaillé à la représentation d'oiseaux à la manière de Jean-Jacques Audubon.;Du samedi 12 novembre au samedi 31 décembre, Médiathèque Jacques-Demy, 24 quai de la Fosse, Nantes. Gratuit. Contact : 02 40 41 95 95, bm-centre@mairie-nantes.fr, http://bm.nantes.fr;Nantes;44;44109;44000;47.21121, -1.562273;2016-10-13;;;;2016-11-12;2016-12-31;2016-11-12;2016-12-31;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1012/5298167/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-18;Spectacle;21;44/Nantes;K production;Équipement à but non lucratif (culture, sport et loisir);42927;5016760;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;Le Fusible (avec Stéphane Plaza);Humour.;Avec Stéphane Plaza et Arnaud Gidoin.;Dimanche 18 décembre, 15h30, Cité des congrès, 5, quai Valmy, Nantes. Tarif De 46 € à 53 €. Contact et réservation : 02 40 25 09 55, www.kproduction.fr;Nantes;44;44109;44000;47.21314, -1.542703;2016-03-30;2016-12-18;;;;;2016-12-18;2016-12-18;non;oui;;;De 46 € à 53 €;http://photos.infolocale.fr/infoLocale/annonce/2016/0323/5016760/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-15;Concert;15;44/Nantes;Dékalage;Association;238553;5376463;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Autre;168;Sand sisters;;C’est le « swing vocal » absolument survitaminé des Andrews sisters, que les Sand sisters recréent en remettant encore du festif dans ce tempo vocal des années 40. Glamour, rétro et burlesque.;Du jeudi 15 au samedi 17 décembre, 19h, Le nouveau théâtre de Poche-Graslin, 5, rue Lekain, Nantes. Tarif 19€, réduit 13€, autre : 10 € moins 10 ans. Réservation : 02 40 47 34 44, reservation@theatredepochegraslin.fr, www.theatredepochegraslin.fr;Nantes;44;44109;44000;47.21445, -1.562887;2016-12-08;;;;2016-12-15;2016-12-17;2016-12-15;2016-12-17;non;oui;19;13;10 € moins 10 ans;http://photos.infolocale.fr/infoLocale/annonce/2016/1206/5376463/_1.jpg;;Ed photos;http://photos.infolocale.fr/infoLocale/annonce/2016/1206/5376463/_2.jpg;;Sand Sisters;http://photos.infolocale.fr/infoLocale/annonce/2016/1206/5376463/_3.jpg;;BK Sine Photo;;;75;False;;;;;;;;;
2016-12-10;Exposition, musée;23;44/Nantes;galerie RDV;Association;204640;5348611;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Exposition de lithographies;Exposition.;La galerie RDV renouvelle son invitation auprès des artistes avec qui elle a récemment collaboré pour la production d'une lithographie en partenariat avec le Musée de l'imprimerie de Nantes. Chaque lithographie est une œuvre unique, tirée à 25 exemplaires numérotés et signés.;Du samedi 10 au samedi 24 décembre, 14h à 19h, Galerie RDV, 16, allée du Commandant-Charcot, Nantes. Gratuit. Contact et réservation : 02 40 69 62 35, contact@galerierdv.com, http://galerierdv.com/;Nantes;44;44109;44000;47.21712, -1.545483;2016-12-05;;;;2016-12-10;2016-12-24;2016-12-10;2016-12-24;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1116/5348611/_1.jpg;;;;;;;;;;;;;Auditif|Mental|Moteur;;;;;;;;
2016-12-18;Repas, soirée;1;44/Nantes;Anbu India;Association;239419;5362673;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;Déjeuner indien;;Organisé par l’association Anbu India avec des produits bio.;Dimanche 18 décembre, 13h, Salle du Breil-Malville, 38, rue du Breil, Nantes. Tarif 15€. Inscription avant le 16 décembre. Contact : 07 81 89 72 72, anbuindia44@gmaim.com;Nantes;44;44109;44000;47.22851, -1.583694;2016-11-28;2016-12-18;;;;;2016-12-18;2016-12-18;non;oui;15;;;;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;
2016-12-16;Dédicace;2;44/Nantes;compagnie Paq'la lune;Association;223677;5385551;V;Loisir;Voir visiter;Dédicace, animation autour d'un livre;Livre, lecture publique...;147;Détours de lectures;;Partage d'un moment convivial autour de la lecture avec Paq'la lune.;Vendredi 16 décembre, 16h à 18h, 10, rue Samuel-de-Champlain, Nantes. Contact : 09 51 33 63 79, nantes@paqlalune.fr, www.paqlalune.fr;Nantes;44;44109;44000;47.26132, -1.573433;2016-12-14;2016-12-16;;;;;2016-12-16;2016-12-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-10-07;Formation, vie scolaire, concours;32;44/Nantes;Casal Català de Nantes Tirant Lo Blanc;Association;287121;5252686;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Cours de catalan pour débutant et avancé;Organisateur : Casal Català de Nantes Tirant Lo Blanc.;Apprendre le catalan (niveau débutant et avancé), le vendredi de 17 h 30 à 19 h ou de 19 h à 20 h 30, d’octobre à juin (hors vacances scolaires). La durée est de 1 h 30, pendant 27 semaines (40,5 heures au total).;Du vendredi 7 octobre 2016 au vendredi 23 juin 2017, 17h30 à 19h et 19h à 20h30, Île de Beaulieu, Nantes. Payant. Inscription avant le 30 septembre. Contact : 06 65 69 80 80, info@casalcatalanantes.org, www.casalcatalanantes.org;Nantes;44;44109;44000;47.21684, -1.55674;2016-10-04;;;;2016-10-07;2017-06-23;2016-10-07;2017-06-23;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-04;Spectacle;21;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5297794;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;L'effet yoyo !;Humour.;Elle, c'est Charlotte, elle dirige une agence de pub ! Lui c'est François, chef de cabinet au ministère de la santé. Et puis il y a Yolande, leur « partenaire minceur », qui va révéler leurs personnalités.;Dimanche 4, dimanche 18 décembre, 17h, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 13€, réduit 20€. Contact et réservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie761-leffet-yoyo.html;Nantes;44;44109;44000;47.21656, -1.551213;2016-10-14;2016-12-04;2016-12-18;;;;2016-12-04;2016-12-18;non;oui;13;20;;http://photos.infolocale.fr/infoLocale/annonce/2016/1012/5297794/_1.jpg;L'effet yoyo !;;;;;;;;;;;;;;;;;;;;
2016-12-13;Spectacle;21;44/Nantes;la compagnie du Café-Théâtre;Équipement à but non lucratif (culture, sport et loisir);15659;5297806;V;Loisir;Concerts, spectacles;Autres scènes;Humour;15;L'effet yoyo !;Humour.;Elle, c'est Charlotte, elle dirige une agence de pub ! Lui c'est François, chef de cabinet au ministère de la santé. Et puis il y a Yolande, leur « partenaire minceur », qui va révéler leurs personnalités.;Du mardi 13 au samedi 17 décembre, 20h30, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 20€, réduit 13€. Contact et réservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie761-leffet-yoyo.html;Nantes;44;44109;44000;47.21656, -1.551213;2016-10-14;;;;2016-12-13;2016-12-17;2016-12-13;2016-12-17;non;oui;20;13;;http://photos.infolocale.fr/infoLocale/annonce/2016/1012/5297806/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-11-24;Exposition, musée;23;44/Nantes;L'île d'en face;Association;341409;5331558;V;Loisir;Voir visiter;Exposition, musée;Exposition;149;Art contemporain;Exposition.;""" Echos sauvages "" réunit 4 artistes contemporains dont le travail explore les rapports dichotomiques entre les notions de sauvage et de domestique. Quels liens entretenons nous avec le sauvage ? Comment appréhender le sauvage depuis le domestique et inversement ?  Vernissage ce jeudi à 18 h 30.";Du jeudi 24 novembre au vendredi 23 décembre, 14h à 19h, Atelier Alain le Bras, 10, rue Malherbe, Nantes. Gratuit. Contact : 06 15 02 12 51, com.liledenface@gmail.com, www.liledenface.org;Nantes;44;44109;44000;47.21821, -1.546969;2016-11-10;;;;2016-11-24;2016-12-23;2016-11-24;2016-12-23;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1104/5331558/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental;;;;;;;;
2016-05-03;Action caritative;26;44/Nantes;Astrée;Association;293177;5079397;V;Pratique;Vie quotidienne;Quête, vente caritative, appel aux dons;Opération solidarité;97;Astrée;Opération solidarité.;Astrée, association reconnue d'utilité publique, recherche des bénévoles pour pratiquer des accompagnements individualisés basés sur l'écoute active auprès de personnes fragilisées (1 h 30 par semaine et 2 h de réunion par mois). Formation et encadrements assurés.;Jusqu'au vendredi 2 juin 2017, 9h à 12h30 et 13h30 à 17h, Association Astrée, 7, rue de la Marne, Nantes. Contact et réservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr;Nantes;44;44109;44000;47.21589, -1.553669;2016-05-03;;;;2016-05-03;2017-06-02;2016-05-03;2017-06-02;non;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-20;Atelier, activité de loisirs;31;44/Nantes;association du quartier Saint-Félix;Association;68193;5260619;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Activité manuelle;136;Association du quartier Saint-Félix;Diverses activités de loisir.;Il reste des places disponibles dans les ateliers suivants : jeux de société (jeudi matin et vendredi après-midi), cartonnage (jeudi matin), encadrement (mardi après-midi), broderie (mercredi après-midi). Par ailleurs l'atelier peinture recherche un encadrant bénévole.;Du mardi 20 septembre 2016 au jeudi 15 juin 2017, Association quartier Saint-Félix, 39, rue Félix-Thomas, Nantes. Payant. Contact : asso.stfelix@orange.fr;Nantes;44;44109;44000;47.23115, -1.553184;2016-09-19;;;;2016-09-20;2017-06-15;2016-09-20;2017-06-15;non;oui;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Concert;15;44/Nantes;Recordara;Association;342821;5382988;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Classique;22;Concert Renaissance de l'ensemble Parvana;Classique.;L'ensemble Parvana vous invite à un voyage musical à travers les cours espagnoles du Siècle d'Or, sous la direction de Grégoire Franco. Découvrez l'univers si particulier qui a tant inspiré la musique européenne et que l'on peut encore entendre dans certaines régions espagnoles et latino-américaine.;Samedi 17 décembre, 20h30, Eglise Sainte Croix, Place Sainte Croix, Nantes. Tarif Participation libre. Contact : recordara@free.fr;Nantes;44;44109;44000;47.21544, -1.554488;2016-12-12;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;;;Participation libre;http://photos.infolocale.fr/infoLocale/annonce/2016/1211/5382988/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Atelier, activité de loisirs;31;44/Nantes;la Belle assemblée;Association;286359;5339563;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Atelier de danses celtiques;;Atelier de danses traditionnelles d'Écosse, Pays de Galles, Irlande. Ouvert à tous.;Samedi 17 décembre, 15h, Gymnase de la Barboire, 45, rue de la Bourgeonnière, Nantes. Payant. Contact et réservation : 02 72 02 42 03, la-belle-assemblee@hotmail.com, http://badanse.wix.com/la-belle-assemblee;Nantes;44;44109;44000;47.25215, -1.556268;2016-11-22;2016-12-17;;;;;2016-12-17;2016-12-17;non;oui;;;;;;;;;;;;;16;;150;False;;;;;;;;Les danses irlandaises sont renommées, venez découvrir les danses du Pays de Galles ou d'Ecosse - danses de bal, récréatives et animées.;
2016-12-18;Conférence;30;44/Nantes;Société nantaise d'horticulture;Association;28756;5386218;V;Loisir;Voir visiter;Conférence;Conférence;150;Société nantaise d’horticulture : conception d’un jardin;Conférence.;L’intervention de Pascal Renaud (Grandiflora, pépinières Gicquiaud et Renaud) consistera en une présentation du concept du JBC, Jardin basse consommation déposé en 2012. La présentation se fera autour d’un échange avec des membres de la SNH confrontés à la « page blanche ».;Dimanche 18 décembre, 10h, Hôtel de l’horticulture, 7, quai Henri-Barbusse, Nantes. Gratuit. Contact : 06 80 31 75 54, contact.snh@free.fr, https://sites.google.com/site/societenantaisedhorticulture/home/actualites-snh;Nantes;44;44109;44000;47.22417, -1.552693;2016-12-14;2016-12-18;;;;;2016-12-18;2016-12-18;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;
2016-12-16;Sortir la nuit;20;44/Nantes;Altercafé;Équipement à but non lucratif (culture, sport et loisir);52458;5372319;V;Loisir;Danser, vie nocturne;Vie nocturne;Clubbing;183;To Van Kao et la source Dj's;Vendredi 16 décembre, 23h à 4h, Altercafé, 21, quai des Antilles, Nantes. Tarif 5€. Contact : 02 28 20 01 06, altercafe@orange.fr, www.altercafe.fr;;;Nantes;44;44109;44000;47.20088, -1.573254;2016-12-08;2016-12-16;;;;;2016-12-16;2016-12-16;non;oui;5;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1202/5372319/_1.jpg;;;;;;;;;;;;;;;;;;;;;
2016-12-17;Sortir la nuit;20;44/Nantes;Altercafé;Équipement à but non lucratif (culture, sport et loisir);52458;5366729;V;Loisir;Danser, vie nocturne;Vie nocturne;Clubbing;183;Math EDC et Willow Twr;Samedi 17 décembre, 23h à 4h, Altercafé, 21, quai des Antilles, Nantes. Gratuit. Contact : 02 28 20 01 06, altercafe@orange.fr, www.altercafe.fr;;;Nantes;44;44109;44000;47.20088, -1.573254;2016-12-08;2016-12-17;;;;;2016-12-17;2016-12-17;oui;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2016/1129/5366729/_1.jpg;;;;;;;;;;;;;;;;;;;;;
